Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-08-06,210,1,1,697,2300,2300
astro,2017-08-06,212,0,1,464,1625,1625
astro,2017-08-06,222,1,1,656,2250,2250
astro,2017-08-06,317,1,1,649,2300,2300
astro,2017-08-06,406,0,1,535,1800,1800
astro,2017-08-06,415,1,1,596,2025,2025
astro,2017-08-06,440,2,2,1000,3475,3475
astro,2017-08-06,513,1,1,596,2050,2050
astro,2017-08-06,514,0,1,464,1700,1700
astro,2017-08-06,519,1,1,784,2625,2625
astro,2017-08-06,539,1,1,627,2125,2125
astro,2017-08-06,613,1,1,596,2075,2075
astro,2017-08-06,615,1,1,596,2075,2075
