Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-20,208,2,2,1056,2751,3566
astro,2016-11-20,217,1,1,649,1870,3020
astro,2016-11-20,224,1,1,697,1990,2915
astro,2016-11-20,235,2,2,1056,2751,3566
astro,2016-11-20,238,0,1,535,1700,2130
astro,2016-11-20,241,2,2,962,2555,3370
astro,2016-11-20,307,1,1,651,1772,2862
astro,2016-11-20,325,1,1,649,1860,2950
astro,2016-11-20,327,1,1,596,1695,2845
astro,2016-11-20,335,2,2,1056,2756,3571
astro,2016-11-20,401,1,1,604,1659,2584
astro,2016-11-20,407,1,1,651,1792,2732
astro,2016-11-20,427,1,1,596,1835,3275
astro,2016-11-20,432,1,1,697,2050,2975
astro,2016-11-20,519,1,1,784,2280,3350
astro,2016-11-20,524,1,1,697,2005,2930
astro,2016-11-20,534,1,1,761,2015,3085
astro,2016-11-20,627,1,1,596,1857,2347
astro,2016-11-20,636,1,1,683,1785,2935
