Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-21,A1,Studio,1,588,1764,1764
century,2016-08-21,A3,Studio,1,537,,
century,2016-08-21,A2,Studio,1,540,,
century,2016-08-21,A1,Studio,1,588,,
century,2016-08-21,B6,1,1.5,805,,
century,2016-08-21,B7,1,1.5,805,,
century,2016-08-21,B20,1,1.5,820,,
century,2016-08-21,B3,1,1.5,854,,
century,2016-08-21,B2,1,1.5,908,,
century,2016-08-21,B1,1,1.5,926,,
century,2016-08-21,B11,1,1,784,2790,2790
century,2016-08-21,B9,1,1,802,2566,2566
century,2016-08-21,BN2,1,1,594,,
century,2016-08-21,BN2,1,1,594,,
century,2016-08-21,BN1,1,1,671,,
century,2016-08-21,BN1,1,1,671,,
century,2016-08-21,B20,1,1,672,,
century,2016-08-21,B19,1,1,702,,
century,2016-08-21,B18,1,1,714,,
century,2016-08-21,B18,1,1,714,,
century,2016-08-21,B17,1,1,721,,
century,2016-08-21,B17,1,1,721,,
century,2016-08-21,B16,1,1,740,,
century,2016-08-21,B15,1,1,747,,
century,2016-08-21,B15,1,1,747,,
century,2016-08-21,B14,1,1,751,,
century,2016-08-21,B14,1,1,751,,
century,2016-08-21,B13,1,1,753,,
century,2016-08-21,B12,1,1,770,,
century,2016-08-21,B10,1,1,789,,
century,2016-08-21,B8,1,1,802,,
century,2016-08-21,B9,1,1,802,,
century,2016-08-21,B5,1,1,819,,
century,2016-08-21,B4,1,1,833,,
century,2016-08-21,C1,2,2.5,1207,,
century,2016-08-21,C8,2,2,1001,,
century,2016-08-21,C6,2,2,1038,,
century,2016-08-21,C5,2,2,1074,,
century,2016-08-21,C5,2,2,1074,,
century,2016-08-21,C4,2,2,1084,,
century,2016-08-21,C3,2,2,1138,,
century,2016-08-21,C3,2,2,1138,,
century,2016-08-21,C2,2,2,1139,,
century,2016-08-21,C7,2,1.5,1009,,
century,2016-08-21,C9,2,1,941,3177,3177
century,2016-08-21,D1,3,2,1326,,
