Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
century,2016-08-16,A1,Studio,1,588,1764,1764
century,2016-08-16,A3,Studio,1,537,,
century,2016-08-16,A2,Studio,1,540,,
century,2016-08-16,A1,Studio,1,588,,
century,2016-08-16,B6,1,1.5,805,,
century,2016-08-16,B7,1,1.5,805,,
century,2016-08-16,B20,1,1.5,820,,
century,2016-08-16,B3,1,1.5,854,,
century,2016-08-16,B2,1,1.5,908,,
century,2016-08-16,B1,1,1.5,926,,
century,2016-08-16,B11,1,1,784,2764,2764
century,2016-08-16,BN2,1,1,594,,
century,2016-08-16,BN2,1,1,594,,
century,2016-08-16,BN1,1,1,671,,
century,2016-08-16,BN1,1,1,671,,
century,2016-08-16,B20,1,1,672,,
century,2016-08-16,B19,1,1,702,,
century,2016-08-16,B18,1,1,714,,
century,2016-08-16,B18,1,1,714,,
century,2016-08-16,B17,1,1,721,,
century,2016-08-16,B17,1,1,721,,
century,2016-08-16,B16,1,1,740,,
century,2016-08-16,B15,1,1,747,,
century,2016-08-16,B15,1,1,747,,
century,2016-08-16,B14,1,1,751,,
century,2016-08-16,B14,1,1,751,,
century,2016-08-16,B13,1,1,753,,
century,2016-08-16,B12,1,1,770,,
century,2016-08-16,B10,1,1,789,,
century,2016-08-16,B8,1,1,802,,
century,2016-08-16,B9,1,1,802,,
century,2016-08-16,B9,1,1,802,,
century,2016-08-16,B5,1,1,819,,
century,2016-08-16,B4,1,1,833,,
century,2016-08-16,C1,2,2.5,1207,,
century,2016-08-16,C3,2,2,1138,3005,3005
century,2016-08-16,C2,2,2,1139,3170,3170
century,2016-08-16,C8,2,2,1001,,
century,2016-08-16,C6,2,2,1038,,
century,2016-08-16,C5,2,2,1074,,
